stopName,lat,lon
Setiabudi Utara 2,-6.207513,106.8294
BKKBN 2,-6.253103,106.88108
Ps. Jongkok,-6.108844,106.93442
Bidara 1,-6.106097,106.9595
Jln. Lingkar Islamic Centre,-6.124086,106.91736
SD Santa Maria Gambir,-6.167007,106.82442
Imigrasi Jaktim 2,-6.214552,106.8818
Jln. Swadaya Pln,-6.20965,106.90171
Bogasari,-6.108568,106.90968
Puri Agung,-6.150977,106.72798
Flyover Setiabudi,-6.202064,106.8281
Gg. Nangka Halim,-6.266664,106.881701
Sunter Karya,-6.137625,106.87081
Jln. Alhidayah III,-6.298639,106.9064
Jln. Petak Baru,-6.139494,106.8079
Jln. Percetakan Susukan,-6.323535,106.86973
Sbr. Port Medical Center,-6.109966,106.88934
Jln. Bambu Kuning,-6.309556,106.89894
SDN Srengseng Sawah 01,-6.332965,106.8338
ITC Fatmawati,-6.26352,106.79716
Gg. Berdikari,-6.343622,106.833138
Gardu PLN Gotong Royong,-6.225352,106.89697
Jln. H. Oyar,-6.17692,106.91824
Salemba Carolus,-6.196781,106.85102
Sbr. Kec. Pasar Minggu,-6.285526,106.83549
Flyover Ps. Klender 1,-6.211058,106.90153
Puskesmas Duren Sawit,-6.241844,106.9109
MTsN 3 Jakarta,-6.282959,106.77181
Jln. Sindang Terusan,-6.111462,106.89934
Simpang Tanah Abang II Cideng,-6.175292,106.81209
Sbr. Jln. Jomas,-6.195735,106.75584
SDN Johar Baru 10,-6.181262,106.86023
BSI Cengkareng,-6.147973,106.72781
Jln. Pucung 1 Munggang,-6.27934,106.85085
Simpang Hadiah 2,-6.160749,106.78554
Simpang Tiga 2,-6.210983,106.93935
Perum Taman Cipinang,-6.215186,106.88683
Masjid Attahiriyah,-6.225242,106.86019
Sbr. SDN Tengah 06,-6.292621,106.86173
Sbr. Sekolah At Taqwa Karang Tengah,-6.150003,106.97192
Gg. Marang,-6.217246,106.74855
Ps. Cipete,-6.280261,106.807483
Pertigaan Dewi Sartika,-6.258864,106.864131
Kota Kasablanka,-6.224688,106.84246
PPKD Jaktim,-6.247777,106.94236
SMPN 43,-6.240281,106.82639
RS Pelabuhan Jakarta,-6.124553,106.9168
Gg. H Sayuti I,-6.212751,106.92367
Univ. Tarumanegara 2,-6.169747,106.7877
Ps. Cipinang Kebembem,-6.211809,106.88692
Simprug 2,-6.225306,106.78929
Bunda Hati Kudus Jelambar,-6.165552,106.78484
Flyover Raya Bogor,-6.3065,106.8657
Simpang JORR,-6.183114,106.93845
Kalideres,-6.154412,106.7055
Sbr. Kuningan Place,-6.213158,106.83499
Perumahan KFT 1,-6.135093,106.72983
Sbr. Jln. Kampung Bali XXXIII,-6.187046,106.82189
SDN Pondok Jagung 1,-6.256261,106.65132
Puskesmas Kel. Dukuh,-6.302654,106.88026
St. Ancol Pintu 3,-6.12877,106.84083
Midi Utama Meruya Selatan 2,-6.212464,106.73767
Kayu Putih Rawasari,-6.187453,106.87542
Pedongkelan,-6.167962,106.88246
Sbr. Jln. Jaya Wijaya,-6.107488,106.92408
Jln. Belanak III Rawamangun,-6.202063,106.89159
Pasar Minggu,-6.284413,106.84414
Simpang Tb Simatupang Tunda Bara,-6.292999,106.7987
Taman BMW,-6.125862,106.85843
Poltangan 1,-6.294464,106.84131
Masjid Al Huda Kemayoran,-6.163822,106.85274
Gg. H. Abdul Rohim Marunda,-6.120614,106.957
Sumur Bor 3,-6.152746,106.71878
Jln. Villa Ampera,-6.273183,106.81589
Simpang Raya PKP Cibubur I,-6.34034,106.87371
Cipinang BKT,-6.229448,106.89288
RS Eka,-6.299124,106.67016
St. LRT Boulevard Utara 2,-6.159539,106.90573
Sbr. SMKN Jasalena Marunda,-6.127631,106.956696
Moch Yusuf Raya 2,-6.379677,106.84152
SMPN 68,-6.278279,106.79964
Koperasi,-6.285978,106.83071
Jln. Kelapa Puyuh I,-6.17497,106.90231
Simpang BKT,-6.230001,106.91423
PIK Avenue,-6.108595,106.73978
Ps. Ciplak,-6.23974,106.88002
Sbr. SMAN 19,-6.141574,106.80894
Gg. Mulia Manggarai Selatan,-6.220622,106.84887
Pertigaan Ceger,-6.306265,106.88809
GOR Sumantri 2,-6.221038,106.83189
SATLAK Johar Baru,-6.186499,106.861084
Sbr. Koramil Pondok Gede,-6.282825,106.91394
Dinas Lingkungan Hidup,-6.264168,106.87033
Seberang Food Street,-6.093258,106.74379
Pom Bensin Ciputat,-6.321313,106.74627
Komdak 2,-6.221715,106.81426
Sbr. Gg. Waru,-6.305912,106.91221
SPBG Jakpro,-6.117747,106.79188
Masjid Al Mukarromah Jampea,-6.108361,106.90098
Rusun Pulo Gebang,-6.201478,106.94975
Sbr. SMPN 252,-6.239289,106.94229
Simpang Melur Tugu,-6.122641,106.90796
Jln. Nusa Indah V,-6.218179,106.93549
Kec. Pasar Minggu,-6.285563,106.8353
St. LRT Boulevard Utara 1,-6.159158,106.90631
Jln. Pulo Gundul,-6.186182,106.85155
Azhari Islamic School 1,-6.305186,106.77789
Simpang Tawakal Kyai Tapa,-6.166588,106.79544
Simpang Kampung Jembatan 1,-6.208642,106.93576
Kompas Gramedia,-6.210472,106.79598
Awab Dalam,-6.224877,106.8696
Masjid Al-Marzuqiyah,-6.20353,106.922932
Kedoya Green Garden,-6.164435,106.76301
Sbr. RS Islam Pondok Kopi,-6.220193,106.93904
RS Polri Jaktim,-6.27067,106.86732
Baywalk 2,-6.110359,106.77961
Jln. Cibubur I,-6.346745,106.87343
Patra Kuningan 1,-6.233264,106.8318
Raya Pulo Gebang Akses St. Cakung,-6.216671,106.95301
Summarecon Bekasi,-6.225566,107.00281
Gg. Ayama,-6.27204,106.8671
Enggano 2,-6.110031,106.89246
RS Siloam,-6.292071,106.78467
UNJ,-6.192931,106.88033
Sbr. Ps. Gembrong Baru,-6.179851,106.8608
Komplek Abadi 1,-6.229617,106.90793
Yado III,-6.255284,106.79037
Blok E,-6.18497,106.81463
Univ. Tarumanegara Cilandak KKO,-6.293511,106.81635
Gg. Damai Tanah Merah,-6.139737,106.90924
St. Tanah Abang 3,-6.183388,106.8122
Jln. Nusa Indah VII,-6.218457,106.93803
Simpang Jln. H. Baserin 2,-6.244287,106.76328
Ps. Mede,-6.286739,106.79553
GOR Pademangan,-6.13276,106.83738
Gereja Santa Anna 1,-6.233953,106.90998
Ramayana Cengkareng,-6.153197,106.72803
Giant Rawamangun,-6.199861,106.89034
Ps. Jabon Meruya,-6.200732,106.72901
Simpang Perintis 2,-6.229105,106.88833
Sekolah Anglo Rawasari,-6.186395,106.87293
Gg. H Piran,-6.297323,106.89335
Jln. Pertanian III,-6.287641,106.84267
STIAMI 2,-6.377369,106.83281
Simpang Kembangan Utara Bojong Raya,-6.171175,106.73311
Menara Bidakara,-6.242012,106.84064
Mandara Permai 6,-6.11621,106.75871
S Parman Podomoro City Arah Barat,-6.175587,106.79223
Jembatan Muara Bahari,-6.1274,106.84813
Sbr. Masjid Annur Tanah Abang,-6.189941,106.80648
Pintu Barat Ragunan 1,-6.310788,106.81622
Sbr. SMAN 50,-6.219581,106.89599
Sbr. Versailles,-6.308522,106.67339
Sbr. SMKN 63,-6.35165,106.79853
Ps. Kam 1,-6.231702,106.8742
Jln. Dewi Sinta,-6.167442,106.91
Bundaran Alam Sutera 1,-6.244107,106.64889
Titan Center,-6.281076,106.72608
Walikota Jakarta Timur 1,-6.212327,106.94515
Sbr. Mushola Al Muhajirin Cibubur,-6.360664,106.87505
Taman Segitiga Cibubur,-6.36869,106.88971
Atrium,-6.176251,106.84023
Rumah Sipitung,-6.100075,106.96054
Wisma Mandiri,-6.18372,106.82322
Tanah Apit,-6.182793,106.97608
Mall Taman Palem 2,-6.139245,106.73032
Merpati,-6.232175,106.84496
Minimarket Pondok Kopi,-6.218369,106.93956
Jln. Nusa Indah II,-6.219858,106.93152
Pertigaan Usman Harun,-6.254863,106.87358
Wisma Budi,-6.214325,106.83073
Chase Plaza,-6.210571,106.82129
Jln. IKPN Bintaro,-6.25997,106.76787
SPBU Jln. DI Panjaitan,-6.233702,106.8766
Olieku Jln. Aries Permai,-6.197188,106.74819
Jln. Tubagus Baddarudin,-6.21249,106.89767
Taman Margahayu 1,-6.248137,107.02075
Bumi Perkemahan Ragunan,-6.295825,106.82153
Sbr. RS Dr. Sulianti Saroso,-6.130496,106.86145
RPTRA Kampung Pulo Asri,-6.277931,106.88373
Puskesmas Ciracas,-6.311774,106.87472
Buaran,-6.215132,106.91768
Teuku Nyak Arief,-6.2312,106.7892
Sbr. Jln. Sungai Barito Sembar,-6.129451,106.91868
Institut Teknologi Budi Utomo,-6.221618,106.93914
Komplek Pemda 1,-6.212493,106.61943
Taman Jln. Bhakti 2,-6.105763,106.94029
Sbr. TPU Karet Bivak,-6.201088,106.81384
SMPN 190,-6.108399,106.70296
Pintu Keluar Ps. Induk,-6.295914,106.87165
Sbr. Puskesmas Pasar Minggu,-6.320987,106.82535
Stasiun Klender,-6.213532,106.89866
Sbr. Bumi Gotong Royong,-6.326549,106.8534
Yos Sudarso Kodamar,-6.162043,106.88169
Jln. Batang Hari Cideng Barat,-6.173482,106.81125
Jln. H. Raijin,-6.272541,106.86378
Kuningan Barat,-6.23725,106.82794
H. Nawi Jln. Timbul,-6.268439,106.79744
PKP,-6.340253,106.88548
Simpang Gg. Macan Daan Mogot,-6.162659,106.77298
Dinas Kebersihan Duren Sawit,-6.219815,106.92338
Gg. Kancil Marunda,-6.106711,106.96479
Jembatan Pantai Indah Utara 1,-6.121889,106.75204
Pangkalan Jati 1,-6.246775,106.90827
Halimun,-6.205137,106.83338
Jln. Pegangsaan Dua 7,-6.17285,106.91792
Simpang Tiga Pulo Gebang Raya,-6.206982,106.95468
Masjid Jami Matraman,-6.201844,106.85085
Rusun Rorotan,-6.151766,106.95512
Penggilingan 2,-6.214423,106.93973
Sbr. Gg. Elektro,-6.114391,106.80278
Sbr. Jln. Manunggal Bakti Kalisari,-6.334943,106.85268
Gg. H. Tohir,-6.328911,106.833574
Gudang Minimarket 1,-6.12606,106.81423
Jln. Karet Pasar Baru Timur 5,-6.208563,106.82011
Taman Elok 2,-6.195679,106.93531
Wisma Atlet Radin Inten,-6.223513,106.92322
Mess Wirayudha 1,-6.241569,106.88041
Sbr. Jln. B,-6.13442,106.83492
Gg. Sawo 1,-6.20176,106.93513
Jln. H. Muslim,-6.309044,106.79365
Rusun Tanah Abang 1,-6.192314,106.81481
Pancoran 1,-6.246552,106.84291
Sbr. SD Kartika X-2,-6.25399,106.75647
Gelora Bung Karno 2,-6.224126,106.80558
Masjid Baitul Hilmi Tomang,-6.173897,106.79499
CBD Ciledug,-6.223629,106.70904
TK Angkasa 5,-6.261783,106.88613
Ps. Enjo 1,-6.215023,106.87779
Rusun Waduk Pluit,-6.111456,106.80022
City Walk Sudirman,-6.209468,106.81783
Sbr. Jln. Swakarsa III,-6.244765,106.94258
Bidara 2,-6.106075,106.95942
DPRD DKI Jakarta,-6.182886,106.82851
Sbr. Kel. Sukapura,-6.147804,106.92437
Simpang Kemang Utara Timur,-6.258318,106.8231
Graha Sindu Bpk Penabur,-6.159971,106.83509
Pesona Square,-6.379606,106.84312
Simpang Budaya Batu Ampar 1,-6.273166,106.86047
Sbr. Gg. Wali Pertama Cijantung,-6.326401,106.85771
Sbr. Kel. Ps. Minggu,-6.285514,106.84058
Dharma Bakti Cijantung,-6.318713,106.86463
Sbr. Komarudin Timur Lingkar Timur,-6.196082,106.94392
Pulo Gadung 5,-6.182228,106.90901
Pasar Baru Timur,-6.162272,106.83811
SDN Cibubur 01,-6.354808,106.87871
Jln. Mandala Selatan II,-6.173856,106.80019
Term. Rawamangun,-6.198002,106.89099
PTT,-6.109953,106.88381
Sbr. TPU Rawabunga,-6.224812,106.87049
Panti Sosial Bina Laras,-6.31946,106.89013
Simpang DDN Pondok Labu,-6.312668,106.79687
Sbr. RS Pelabuhan Jakarta,-6.125076,106.91678
Salemba UI,-6.193373,106.84891
Sbr. GOR Pondok Bambu,-6.223572,106.90377
Pesakih 1,-6.154564,106.71537
Jln. Mangga Besar 13,-6.141214,106.82696
Direktorat Jenderal Pajak,-6.224628,106.81558
Jln. Sunter Permai 1,-6.131277,106.8625
Simpang Rawa Belong Palmerah Barat,-6.20663,106.78342
St. Gambir 1,-6.178206,106.83152
Rusun Rorotan 2,-6.149932,106.95478
Sbr. Jln. B Basmol Raya,-6.16156,106.7519
Yayasan Mambaul Ula,-6.25935,106.8643
ASMI,-6.171797,106.8888
Simpang STIP,-6.10795,106.95998
Sbr. Ps. Jelambar Polri,-6.160684,106.77849
Yos Sudarso Kodamar 2,-6.162096,106.881817
Sbr. TK Dinamika,-6.29502,106.90397
Jln. Cipinang Jaya Raya,-6.219144,106.886964
SDN Duren Sawit 02,-6.22516,106.91453
Rusun Pinus Elok Blok A,-6.201272,106.93757
SD Diakonia 2,-6.112346,106.78905
PLTU Pluit,-6.112358,106.78608
Sbr. Gg. H Ahmad Nado,-6.304389,106.80236
Jln. Pinang 2,-6.11447,106.90313
Jln. H. Jimin Petukangan,-6.233324,106.75159
Masjid Nurul Jannah Marunda,-6.119283,106.95712
Sbr. SDIT At Tahiriyah,-6.329288,106.876315
Pesakih 2,-6.154977,106.71523
Rawa Barat 1,-6.238813,106.8159
Rengas,-6.238871,106.81704
Grand Cempaka Hotel,-6.173334,106.86075
RS Hermina,-6.22085,106.86512
Gg. Swadaya 2 G,-6.133735,106.93576
Pharmin,-6.182988,106.81306
Sbr. The Pakubuwono Menteng,-6.187149,106.8263
St. Tebet Pintu Barat,-6.226641,106.85819
Setu 2,-6.313833,106.91194
Jln. Warakas I Gg. 5B,-6.116724,106.87801
Jln. Perjuangan Raya 3,-6.136313,106.90448
Pos Pengampuan,-6.199264,106.76162
Jln. Kejaksaan Pondok Bambu,-6.23807,106.89957
Sbr. Rukan Radin Inten II,-6.235496,106.92272
SMPN 263,-6.29461,106.87865
RSUD Tugu Koja,-6.127292,106.90605
Term. Rawamangun 1,-6.198204,106.8902
Gg. Service,-6.297451,106.90346
KPP Pratama Tanah Abang Satu,-6.202066,106.806803
SDN Pisangan Timur 05/07,-6.211291,106.87457
Pos Bungur Batu Ampar IV,-6.277781,106.86072
Jln. Sungai Sambas VI,-6.246441,106.7978
Ps. Kemiri 2,-6.164851,106.74934
Sbr. Villa Cibubur Indah,-6.360054,106.88891
Jln. Puma Bundaran Kemayoran,-6.155895,106.85126
Simpang Pangeran Komarudin 1,-6.184719,106.94319
Ps. Asemka,-6.140507,106.81149
Jln. Sunter Jaya VI,-6.160663,106.8727
Jln. Pinang 1,-6.11447,106.90319
Sbr. Jln. Pendet,-6.172344,106.9091
Jln. Perjuangan Raya 2,-6.136957,106.90819
Lenteng Agung Barat,-6.308962,106.83803
UP Angkutan Sekolah,-6.287636,106.87258
RS Dr. Sulianti Saroso,-6.130291,106.86142
Telkom Tj. Priok,-6.11025,106.8842
Tebet Eco Park Utara 1,-6.23716,106.85246
Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922
Latuharhary,-6.202761,106.82771
Sbr. Jln. SMAN 99,-6.351941,106.87255
Tanah Merdeka Arah Barat,-6.308216,106.87393
Gramedia Harapan Indah,-6.17631,106.97427
Simpang Meruya Selatan Saaba,-6.214625,106.73768
Simpang Cilandak Tengah Raya 2,-6.291453,106.80187
Pluit,-6.115795,106.79037
Sbr. SDN Sunter Agung 09,-6.127635,106.85913
Slipi Kemanggisan Arah Utara,-6.189906,106.79694
Kel. Pondok Pinang,-6.269664,106.77512
Budi Kemulyaan,-6.180223,106.8178
Flyover Radin Inten 2,-6.215843,106.92408
Kayuringin 1,-6.245825,106.99277
Grogol 2 Arah Utara,-6.167253,106.78781
Ariobimo Sentral,-6.227471,106.83328
Sbr. Griya Harapan Permai,-6.183238,106.98168
SDN Rorotan 07,-6.146566,106.95638
Exit Tol Veteran Bintaro,-6.262649,106.76654
Sbr. Term. Kampung Rambutan,-6.306068,106.88003
Duren Sawit,-6.233341,106.91006
Polsek Ciputat 1,-6.310368,106.75502
Bulog,-6.237665,106.82917
Perpustakaan Dan Arsip Jakbar,-6.173831,106.77931
Kebayoran Baru Velbak 1,-6.239561,106.78532
Jln. Pulo Mas Barat VI,-6.177823,106.88231
Mall Kelapa Gading,-6.156338,106.90815
SMU 79,-6.225412,106.83865
Kelok 9 Kalimalang,-6.246918,106.909598
Akper Fatmawati Pondok Labu,-6.313187,106.79931
Jln. Bahari Raya 2,-6.130551,106.85071
Jln. Pisangan Baru Tengah 1,-6.21118,106.872812
Gg. Timbul Jaya Daan Mogot,-6.153096,106.72239
Ps. Cibubur,-6.345631,106.87229
Pesakih,-6.154803,106.71527
Simpang Mulya Jaya Cipinang Lontar,-6.217632,106.89025
Sbr. Puskesmas Meruya Utara,-6.199776,106.74153
Sbr. RS Dr Suyoto,-6.267609,106.7659
Sbr. Jln. Cambela Permai,-6.097476,106.69996
Kasi Dikdas 2,-6.222079,106.92336
Jln. Panjang,-6.230456,106.77193
St. Kebayoran 2,-6.235723,106.78285
Polsek Ciputat 2,-6.310464,106.7551
Komplek Beacukai Pondok Bambu,-6.23585,106.89759
Kota 1,-6.137079,106.81431
Masjid Al Fida Komodor Halim,-6.262732,106.88514
Gg. Langga,-6.26626,106.88132
Gatot Subroto LIPI Arah Timur,-6.226549,106.8174
Kementan,-6.294976,106.82448
Jln. Kb. Nanas Selatan II,-6.231955,106.87124
Simpang Jatinegara Timur IV,-6.222277,106.86838
SMAN 28,-6.286109,106.83318
Jln. Cakrawala,-6.264083,106.88424
Gedung Wanita,-6.200921,106.83624
Masjid Jami Nurul Ain 2,-6.227874,106.91942
Jln. Gading Sengon Raya,-6.140087,106.90321
Fatmawati 1,-6.292571,106.79743
Sbr. Sekolah Yanindo Jakarta,-6.119485,106.86672
Gg. Saminten,-6.379436,106.84923
Jln. Kramat Jaya,-6.10836,106.9171
Sbr. Gg. VIII Muara Baru,-6.122885,106.80408
Gongseng,-6.326712,106.86376
Polsek Pasar Rebo,-6.336745,106.8681
KPAD Joglo,-6.215533,106.72707
Joglo,-6.220009,106.74171
Sbr. Sekolah Keperawatan YPDR,-6.311342,106.78859
Pramuka LIA,-6.192238,106.86858
Gatot Subroto LIPI 1,-6.226962,106.81723
Sekolah Muhammadiyah Grogol,-6.163319,106.79327
RS Zahirah,-6.335452,106.82382
Masjid Raya Al Musyawarah Kelapa Gading,-6.154777,106.9091
KKDM,-6.239629,106.88149
Jln. Karet Pasar Baru Barat IV,-6.209179,106.81756
Utan Kayu Rawamangun,-6.197515,106.87404
Sekolah Daarun Naiim,-6.158985,106.70484
Sbr. MI Nurul Hakim,-6.226067,106.75777
Simpang Sabar Raya Petukangan 1,-6.236754,106.75243
Sbr. Jln. Kampung Baru,-6.170013,106.74928
Taman Sunter,-6.150072,106.85779
Sbr. The Jakarta Post,-6.207699,106.79386
Komdak 1,-6.222333,106.81407
Simpang Palmerah Barat Rawa Belong,-6.206758,106.78372
Jln. Pemancingan Srengseng,-6.206771,106.7586
Nifarro Park,-6.263007,106.84332
Sbr. Masjid At Tin,-6.298697,106.88317
Sbr. Jln. H. Oyar,-6.1767,106.9183
Jln. Melur Tugu,-6.12276,106.90791
Ruko Gading Kirana,-6.14617,106.89649
Sbr. Taman Mahoni,-6.340551,106.87445
Jln. Bawal Raya Paus,-6.195784,106.8913
Sunter Muara 1,-6.144331,106.85745
Jln. Kemang 1,-6.255574,106.8118
SMAN 55,-6.253455,106.83867
Simpang Pakin 3,-6.129076,106.80514
Jln. Pisangan Baru Utara 1,-6.208584,106.86702
St. Gondangdia 2,-6.185054,106.8323
Sbr. Tebet Barat Dalam VIII,-6.240847,106.84754
BNN Jakarta Utara,-6.132871,106.86411
Ponpes Baitul Quran Al Ikhwan 1,-6.128812,106.96491
Sbr. Rusun Rorotan,-6.151877,106.9552
GP Mall 2,-6.259474,107.01987
PD Pal Jaya,-6.204776,106.83034
LPP RRI 2,-6.252092,106.79141
Ruko Molek,-6.284483,106.90799
Sbr. Jln. R. Anggun,-6.161055,106.76992
MH Thamrin 3,-6.187125,106.82378
Tugu Tani 2,-6.183129,106.83496
Transvision Jln. Tebet Raya,-6.2295,106.84731
Jln. Bujana Tirta Raya 2,-6.205537,106.87659
Sbr. Gg. Marlina,-6.117521,106.80326
Ponpes Alhikmah Rorotan,-6.131569,106.95537
SDN Pondok Kelapa 05,-6.240583,106.9428
Ps. Pademangan Timur 2,-6.13508,106.84298
RS Sumber Waras 2,-6.166121,106.79784
Jln. Ampera VI Gunung Sahari,-6.135162,106.83211
Jln. Bisma Raya 2,-6.132686,106.86793
Jagakarsa St. Lenteng Agung,-6.332399,106.83506
SDN Malakasari 13 15,-6.217487,106.92954
Sbr. Gg. Yasto Cipete,-6.260998,106.80568
Sbr. Gg. Masjid Al Istiqomah Tengah,-6.292648,106.86459
Gelanggang Remaja,-6.235445,106.86795
Saadatudarain,-6.217713,106.79229
Jln. Cempedak Pesanggrahan,-6.259823,106.75676
Pool Mayasari Bakti,-6.202095,106.90445
Pusat Pengelolaan Komplek Kemayoran,-6.151371,106.84188
Gg. Bulak I Rorotan,-6.132931,106.955238
Jln. Jiban I Grogol Selatan,-6.233904,106.78375
Dapsus 2,-6.301728,106.79463
Taman Panglima Polim,-6.251369,106.79751
Ps. Rawasari,-6.185624,106.87178
Asrama Marinir Marunda 1,-6.114597,106.95034
At Thahiriah 2,-6.210011,106.93809
Term. Grogol,-6.166565,106.79025
Metric PIK,-6.114346,106.75527
Gg. H. Sanusi I Ulujami,-6.241758,106.76298
Sekolah Bahasa Polri,-6.207629,106.89013
Simpang Tj. Duren Timur 6,-6.182362,106.78363
Ps. Klender,-6.212603,106.901141
Multivision Tower,-6.212282,106.83292
Sbr. St. Taman Kota,-6.158617,106.75717
Sbr. Sangrila Indah,-6.237318,106.75925
Rusun Klender,-6.216567,106.92868
Jatipadang Raya,-6.293986,106.82335
BRI Menteng,-6.186792,106.83514
Pomad 2,-6.261758,106.84311
SMK Ristek Kikin,-6.206887,106.93519
Taman Buaran Indah,-6.216979,106.92356
Sbr. TK Kartika VIII -13,-6.345264,106.82746
Sbr. Jln. Delima Raya 2,-6.222174,106.926465
Simpang Kapuk Cengkareng,-6.1343,106.73051
Cawang Ciliwung Arah Timur,-6.243012,106.86354
Gedung Pramuka,-6.111364,106.92566
Jln. Kapuk 2,-6.216186,106.90024
Sbr. SMAN 75,-6.13518,106.9216
Malaka 1 Gg. 3 Rorotan,-6.139309,106.95461
Bukit Duri,-6.21551,106.86293
Minimarket Sunter Jaya 2,-6.154491,106.86168
Simpang Pegangsaan Dua Hybrida,-6.148745,106.91565
Sbr. Gg. Rawa Gurih,-6.284347,106.85365
Simpang Darmawangsa X,-6.257555,106.80048
SMK Bina Darma DKI,-6.220551,106.92073
Apotik Rini Rawamangun,-6.199914,106.88595
Bongkaran Tanah Abang,-6.189421,106.81159
Masjid Jami Al Ittihadiyah,-6.16615,106.73488
Boulevard Kelapa Hybrida Raya 2,-6.148396,106.90935
TMP Kalibata,-6.255523,106.84561
Menteng 2,-6.198706,106.82843
MI Imadun Najah Rorotan,-6.149081,106.95582
Rutan Salemba,-6.189042,106.860836
Grand Centro Bintaro,-6.258839,106.75968
Pangeran Jayakarta,-6.137611,106.81792
Gereja Oikumene,-6.262445,106.88707
SDN Cibubur 03/04/06/07,-6.344819,106.87381
Jln. Acin Gaton,-6.329381,106.8825
Simpang H. Ali Raya Tengah,-6.292558,106.85951
Gg. Suzuki,-6.184571,106.90797
Jln. Swasembada Barat VIII,-6.123894,106.88502
Karet Tengsin,-6.20698,106.81696
Dittopad 2,-6.174618,106.85009
Rusun Flamboyan,-6.131366,106.72427
Pulo Gadung 3,-6.181757,106.90867
St. Grogol,-6.161785,106.78993
Komplek DDN 1,-6.303426,106.79914
Yaspen Islam Al Mamur Ciganjur,-6.345678,106.80344
Tomang Mandala,-6.176875,106.80037
Hotel Olive 2,-6.216591,106.61888
Mayestik 1,-6.242041,106.79116
Masjid Jami Nurul Fauz,-6.165887,106.72476
Pusdiklatnas 2,-6.104896,106.93944
Sbr. Graha Dirgantara,-6.255569,106.88303
Taman Jogging Kelapa Gading 1,-6.161115,106.90612
Sbr. SMPN 44,-6.207672,106.88173
H. Samali,-6.265888,106.84407
BNN Arah Timur,-6.246264,106.87308
SDN Gunung Sahari 01,-6.166112,106.8417
Konsil Kedokteran Indonesia,-6.194458,106.83649
Jln. Pepaya Raya,-6.321994,106.818789
Jln. Nusa Indah VI,-6.218255,106.93619
Rest Area Cibubur,-6.339993,106.89078
Permata Hijau RS Medika 2,-6.218114,106.777
UMJ 1,-6.296065,106.76544
Sbr. Jln. Rawabadung,-6.209004,106.922874
Senayan,-6.215918,106.794
Mangga Besar Arah Selatan,-6.153943,106.817952
Tebet Eco Park II Arah Timur,-6.243056,106.85208
Supriyadi,-6.308998,106.87046
Kel. Cililitan,-6.259599,106.86875
Stella Maris 2,-6.112308,106.79234
Gg. H. Mujeni Cililitan,-6.263903,106.86228
Jln. Veteran 1,-6.253781,106.83581
RS Bhakti Mulia,-6.199881,106.80092
Jln. Otista III Utara,-6.23171,106.86936
Jln. KH Djunaidi Palmerah,-6.196904,106.78776
Harmoni Arah Selatan,-6.162687,106.81992
Menara Duta,-6.208617,106.82986
Jln. Mastrip,-6.306793,106.87756
Raya Gading Bukit Indah,-6.147947,106.89919
PKB Pulo Gadung,-6.185733,106.90638
Sbr. SKKT Pondok Bambu,-6.223134,106.895501
Bintaro Kodam,-6.260196,106.76594
Masjid Hidayatussalam,-6.245632,106.88115
Mandara Permai 5,-6.116188,106.76214
Villa Delima,-6.308803,106.78105
Ps. Hek 1,-6.286298,106.87083
Sbr. Jln. Kapuk III,-6.217219,106.899917
Jln. Suci Raya Bogor,-6.318636,106.86474
Simpang Kramat Jaya Baru 4,-6.184193,106.85397
Jln. Bacang Lubang Buaya,-6.288935,106.89713
Simpang Kemanggisan Ilir III,-6.193282,106.78545
Classic Hotel,-6.162308,106.83007
Baywalk 1,-6.109908,106.77828
Sbr. Sekolah Islam PB Soedirman,-6.314439,106.86316
Simpang Kb. Baru 2,-6.114919,106.92406
Sbr. Jln. Bhakti VII Palmerah,-6.193182,106.78365
Gg. Damai Lingkar Timur,-6.194933,106.94389
Masjid Jami Al Makmur 2,-6.18896,106.81516
RS Pusat Pertamina 1,-6.241352,106.79315
Panti Sosial Bina Laras 1,-6.146185,106.71808
Jln. Menceng Raya,-6.123454,106.71804
Dukuh Atas 2,-6.204494,106.823327
Sbr. Embun Pagi Islamic School,-6.247844,106.91894
Sbr. Taman Permata Indah 1,-6.144081,106.78154
Kodam Bintaro,-6.25945,106.75871
Sbr. Kel. Rawa Bunga,-6.221718,106.86948
Lotte Mall Kuningan 1,-6.22332,106.8229
Jln. Olahraga I Raya Condet,-6.266695,106.86058
RS Haji Jakarta,-6.290313,106.88948
Rukan Balai Pustaka,-6.198484,106.88611
Klapa Village Pondok Kelapa,-6.238159,106.94153
Simpang Indraloka 1,-6.157095,106.77782
Yayasan Perguruan Rakyat 2,-6.228468,106.89862
Sekolah PGRI Penggilingan,-6.216995,106.933775
Pulo Gadung 4,-6.184383,106.90798
Jln. Pontian Halim,-6.249205,106.89336
Karet Sudirman 3,-6.212197,106.81995
Polsek Penjaringan,-6.125179,106.80118
Jln. Klp. Hijau,-6.249153,106.939132
Jln. Palatehan II,-6.241135,106.80129
Sbr. Menara Kelapa Gading,-6.168817,106.91552
Gerbang Tol Pondok Gede,-6.258346,106.91008
Jln. Pangeran Jayakarta,-6.142671,106.82952
Latumeten Stasiun Grogol Arah Utara,-6.16106,106.7904
Sbr. Ruko Cempaka Mas,-6.161876,106.87476
Jln. Srengseng Dalam Lap Bola,-6.203141,106.75978
